ts_utc,missing_book_flag,best_bid,best_ask,mid,spread,bid_px_01,bid_sz_01,bid_px_02,bid_sz_02,bid_px_03,bid_sz_03,bid_px_04,bid_sz_04,bid_px_05,bid_sz_05,bid_px_06,bid_sz_06,bid_px_07,bid_sz_07,bid_px_08,bid_sz_08,bid_px_09,bid_sz_09,bid_px_10,bid_sz_10,bid_px_11,bid_sz_11,bid_px_12,bid_sz_12,bid_px_13,bid_sz_13,bid_px_14,bid_sz_14,bid_px_15,bid_sz_15,bid_px_16,bid_sz_16,bid_px_17,bid_sz_17,bid_px_18,bid_sz_18,bid_px_19,bid_sz_19,bid_px_20,bid_sz_20,ask_px_01,ask_sz_01,ask_px_02,ask_sz_02,ask_px_03,ask_sz_03,ask_px_04,ask_sz_04,ask_px_05,ask_sz_05,ask_px_06,ask_sz_06,ask_px_07,ask_sz_07,ask_px_08,ask_sz_08,ask_px_09,ask_sz_09,ask_px_10,ask_sz_10,ask_px_11,ask_sz_11,ask_px_12,ask_sz_12,ask_px_13,ask_sz_13,ask_px_14,ask_sz_14,ask_px_15,ask_sz_15,ask_px_16,ask_sz_16,ask_px_17,ask_sz_17,ask_px_18,ask_sz_18,ask_px_19,ask_sz_19,ask_px_20,ask_sz_20,bid_depth_bp_0_5,ask_depth_bp_0_5,bid_depth_bp_5_10,ask_depth_bp_5_10,bid_depth_bp_10_25,ask_depth_bp_10_25,bid_depth_bp_25_50,ask_depth_bp_25_50,bid_depth_bp_50_100,ask_depth_bp_50_100,bid_depth_bp_100_200,ask_depth_bp_100_200,bucket_cf_age_s,trade_count,buy_count,sell_count,missing_trades_flag,signed_volume,abs_volume,avg_trade_size,max_trade_size,time_since_last_trade_s
1770697554000000000,0,69685.64,69685.65,69685.64499999999,0.00999999999476131,69685.64,0.08201,69685.63,8e-05,69684.47,0.00016,69684.46,0.00772,69684.4,8e-05,69684.0,0.0012,69682.6,0.00016,69682.59,0.0155,69682.46,0.00016,69682.45,0.04568,69682.2,8e-05,69682.0,0.0012,69681.8,8e-05,69681.69,0.00016,69681.68,0.02084,69680.84,8e-05,69680.83,0.02584,69680.48,0.00014,69680.47,0.02516,69680.45,0.08016,69685.65,1.04961,69685.66,8e-05,69685.73,8e-05,69686.38,0.25943,69686.39,0.26695,69686.4,0.06243,69686.45,0.01503,69686.75,0.0015,69687.2,0.0256,69687.45,8e-05,69687.98,0.00734,69688.08,0.0015,69688.5,0.0015,69689.01,0.47408,69689.26,8e-05,69689.33,0.00073,69689.53,0.02294,69689.76,0.0015,69689.93,0.02831,69690.25,0.0015,27.817050000000005,39.49238999999999,41.39033000000003,47.49128,68.96140000000001,75.52744000000003,37.391110000000005,34.46511000000002,58.32803999999973,15.85675000000003,113.52994999999991,90.69632999999972,0,23,3,20,0,-32561000.0,32681000.0,1420913.043478261,12985000,0.230766105
1770697555000000000,0,69685.64,69685.65,69685.64499999999,0.00999999999476131,69685.64,0.17114,69685.63,8e-05,69685.05,0.00016,69685.04,0.03068,69684.47,0.00016,69684.46,0.00772,69684.4,8e-05,69684.3,0.00016,69684.29,0.02084,69684.0,0.0012,69683.38,0.00016,69683.37,0.00946,69683.18,8e-05,69683.17,0.01477,69683.16,0.12138,69683.15,0.15401,69682.2,8e-05,69682.0,0.0012,69681.8,8e-05,69680.83,0.02568,69685.65,0.78123,69685.66,8e-05,69685.73,8e-05,69686.38,0.00027,69686.39,0.00027,69686.4,0.00159,69686.75,0.00167,69687.39,0.00144,69687.45,8e-05,69687.85,0.00016,69687.86,0.00974,69687.96,0.00016,69687.97,0.00734,69688.08,0.0015,69688.5,0.0015,69689.26,8e-05,69689.33,0.00073,69689.46,0.00016,69689.47,0.02084,69689.5,0.00016,27.817050000000005,39.49238999999999,41.39033000000003,47.49128,68.96140000000001,75.52744000000003,37.391110000000005,34.46511000000002,58.32803999999973,15.85675000000003,113.52994999999991,90.69632999999972,1,2,2,0,0,40000.0,40000.0,20000.0,20000,0.790682968
1770697556000000000,0,69681.07,69681.08,69681.07500000001,0.00999999999476131,69681.07,0.02117,69681.06,8e-05,69680.48,0.00038,69680.47,0.02516,69680.16,8e-05,69680.0,0.0012,69679.58,0.003,69679.03,0.00015,69678.83,0.0001,69678.67,8e-05,69678.04,8e-05,69678.0,0.0012,69676.0,0.0012,69675.92,8e-05,69675.71,0.00015,69675.69,0.0026,69675.15,9e-05,69675.14,8e-05,69675.03,0.00016,69675.02,0.01546,69681.08,1.79353,69681.09,8e-05,69681.36,0.00177,69681.5,0.00177,69681.77,1.08706,69681.78,0.02139,69681.92,0.02578,69681.95,0.00144,69682.0,2.23741,69682.01,0.12016,69682.2,8e-05,69682.51,0.01964,69682.52,0.00016,69682.53,0.47412,69682.92,0.01505,69683.04,0.0015,69683.25,0.0015,69684.72,0.0015,69684.89,0.02773,69685.0,0.0015,27.817050000000005,39.49238999999999,41.39033000000003,47.49128,68.96140000000001,75.52744000000003,37.391110000000005,34.46511000000002,58.32803999999973,15.85675000000003,113.52994999999991,90.69632999999972,2,25,2,23,0,-17666000.0,17746000.0,709840.0,7319000,0.021277769
1770697557000000000,0,69681.07,69681.08,69681.07500000001,0.00999999999476131,69681.07,0.00063,69681.06,8e-05,69681.0,8e-05,69680.48,0.00038,69680.47,0.02516,69680.16,8e-05,69680.0,0.0016,69679.58,0.003,69679.03,0.00015,69678.67,8e-05,69678.3,0.00029,69678.04,8e-05,69678.0,0.0012,69677.75,0.00016,69677.74,0.47415,69676.0,0.0012,69675.92,8e-05,69675.71,0.00015,69675.69,0.0026,69675.53,0.00717,69681.08,1.79335,69681.09,8e-05,69681.15,0.00444,69681.36,0.00177,69681.5,0.00159,69681.77,0.95378,69681.78,0.0213,69681.87,8e-05,69681.92,0.00016,69681.95,0.00144,69682.0,2.23741,69682.01,0.12016,69682.2,8e-05,69682.51,0.00734,69682.53,0.47412,69682.92,0.01513,69683.04,0.0015,69683.25,0.0015,69683.8,8e-05,69684.05,0.02776,27.817050000000005,39.49238999999999,41.39033000000003,47.49128,68.96140000000001,75.52744000000003,37.391110000000005,34.46511000000002,58.32803999999973,15.85675000000003,113.52994999999991,90.69632999999972,3,2,2,0,0,31000.0,31000.0,15500.0,16000,0.062988001
1770697558000000000,0,69681.07,69681.08,69681.07500000001,0.00999999999476131,69681.07,0.04207,69681.06,8e-05,69680.48,0.00052,69680.47,0.02516,69680.24,0.00016,69680.23,0.47414,69680.16,8e-05,69680.0,0.0016,69679.58,0.003,69679.25,0.00016,69679.24,0.05016,69678.83,0.02084,69678.67,8e-05,69678.23,8e-05,69678.04,8e-05,69678.0,0.0012,69677.57,0.00622,69676.32,0.0015,69676.25,0.0015,69676.03,0.00016,69681.08,1.04503,69681.09,8e-05,69681.15,0.00027,69681.36,0.00177,69681.5,0.00159,69681.76,0.00016,69681.77,0.14247,69681.78,0.0213,69681.87,8e-05,69681.95,0.00144,69681.99,0.00016,69682.0,2.23741,69682.01,0.04016,69682.2,8e-05,69682.57,8e-05,69682.71,0.01163,69682.92,0.01513,69683.04,0.0015,69683.24,0.00734,69683.25,0.0015,27.817050000000005,39.49238999999999,41.39033000000003,47.49128,68.96140000000001,75.52744000000003,37.391110000000005,34.46511000000002,58.32803999999973,15.85675000000003,113.52994999999991,90.69632999999972,4,4,2,2,0,-2033000.0,3047000.0,761750.0,2400000,0.264199111
1770697559000000000,0,69681.07,69681.08,69681.07500000001,0.00999999999476131,69681.07,0.00143,69681.06,8e-05,69681.0,8e-05,69680.48,0.00052,69680.47,0.02516,69680.24,0.00016,69680.23,0.47414,69680.16,8e-05,69680.0,0.0016,69679.79,8e-05,69679.58,0.003,69679.25,0.00016,69679.24,0.05016,69678.83,0.02084,69678.67,8e-05,69678.23,8e-05,69678.04,8e-05,69678.0,0.0012,69677.57,0.00016,69676.0,0.0012,69681.08,1.10913,69681.09,8e-05,69681.15,0.00027,69681.36,0.00177,69681.5,0.00159,69681.76,0.13464,69681.77,0.14238,69681.78,0.0213,69681.87,8e-05,69681.95,0.00144,69681.99,0.6913,69682.0,2.23741,69682.01,0.04016,69682.2,8e-05,69682.57,8e-05,69682.71,0.00016,69682.92,0.01513,69683.04,0.0015,69683.24,0.00726,69683.25,0.0015,28.96672999999998,41.15900999999999,44.13217999999998,57.02176,65.55919000000002,64.07854,37.94084999999999,36.06120000000004,58.171799999999735,15.978240000000032,113.86359999999992,90.77349999999971,0,6,0,6,0,-2759000.0,2759000.0,459833.3333333333,2516000,0.087698989
1770697560000000000,0,69680.16,69680.17,69680.16500000001,0.00999999999476131,69680.16,0.00062,69680.15,8e-05,69680.09,8e-05,69680.0,0.0016,69679.58,0.003,69678.67,8e-05,69678.31,0.00016,69678.3,0.47399,69678.04,8e-05,69678.0,0.0012,69676.84,8e-05,69676.0,0.0012,69675.92,8e-05,69675.71,0.00015,69675.69,0.0026,69675.58,0.00016,69675.57,0.02084,69675.53,0.00725,69675.15,9e-05,69675.14,8e-05,69680.17,1.83473,69680.18,8e-05,69680.24,0.79936,69680.78,0.01191,69681.17,8e-05,69681.35,0.00743,69681.36,0.00159,69681.5,0.0015,69681.66,0.02477,69681.77,0.14222,69681.78,0.0213,69681.87,8e-05,69681.95,0.00144,69682.0,2.23741,69682.01,0.04016,69682.2,8e-05,69682.24,0.07189,69682.57,8e-05,69682.92,0.01497,69683.04,0.0015,28.96672999999998,41.15900999999999,44.13217999999998,57.02176,65.55919000000002,64.07854,37.94084999999999,36.06120000000004,58.171799999999735,15.978240000000032,113.86359999999992,90.77349999999971,1,3,0,3,0,-66000.0,66000.0,22000.0,46000,0.287370534
1770697561000000000,0,69678.3,69678.31,69678.305,0.00999999999476131,69678.3,0.57047,69678.29,8e-05,69678.04,8e-05,69678.0,0.0012,69676.66,0.00016,69676.65,0.01131,69676.3,8e-05,69676.0,0.0012,69675.92,8e-05,69675.71,0.00015,69675.69,0.0026,69675.58,0.00016,69675.57,0.02084,69675.54,0.00016,69675.53,0.00725,69675.29,0.00016,69675.28,0.02808,69675.15,9e-05,69675.14,8e-05,69675.05,8e-05,69678.31,0.79554,69678.32,8e-05,69678.67,8e-05,69679.68,0.00177,69679.75,0.00177,69679.78,8e-05,69680.05,0.00153,69681.34,0.00016,69681.35,0.22551,69681.36,0.0015,69681.5,0.00817,69681.65,0.00032,69681.66,0.02477,69681.76,0.00016,69681.77,0.14222,69681.78,0.00046,69681.95,0.00144,69681.99,0.0075,69682.0,2.23741,69682.01,0.04016,28.96672999999998,41.15900999999999,44.13217999999998,57.02176,65.55919000000002,64.07854,37.94084999999999,36.06120000000004,58.171799999999735,15.978240000000032,113.86359999999992,90.77349999999971,2,8,0,8,0,-2400000.0,2400000.0,300000.0,1830000,0.930555912
1770697562000000000,0,69685.72,69685.73,69685.725,0.00999999999476131,69685.72,1.79664,69685.64,8e-05,69685.05,0.72639,69685.04,0.17438,69685.0,0.0015,69684.72,0.0015,69683.56,0.02774,69683.25,0.0015,69683.04,0.0015,69682.21,0.64238,69682.2,8e-05,69682.19,0.04016,69682.0,0.01878,69681.99,0.00016,69681.53,0.00016,69681.5,0.0015,69681.46,0.04094,69681.36,0.0015,69681.35,0.00016,69680.73,0.02514,69685.73,0.00127,69685.74,8e-05,69686.52,8e-05,69686.9,0.00011,69687.39,0.00027,69687.71,0.00027,69688.0,0.00089,69688.49,0.00025,69688.64,8e-05,69688.94,0.00015,69689.26,8e-05,69689.33,0.00073,69690.0,0.0012,69690.07,0.00144,69690.53,0.003,69690.59,0.00024,69690.76,8e-05,69691.21,0.00016,69691.22,0.01681,69691.8,0.00016,28.96672999999998,41.15900999999999,44.13217999999998,57.02176,65.55919000000002,64.07854,37.94084999999999,36.06120000000004,58.171799999999735,15.978240000000032,113.86359999999992,90.77349999999971,3,50,49,1,0,59972000.0,60314000.0,1206280.0,25433000,0.053601067
1770697563000000000,0,69689.32,69689.33,69689.32500000001,0.00999999999476131,69689.32,2.43236,69689.31,8e-05,69689.3,0.05016,69689.26,0.21116,69689.25,0.19639,69688.5,0.0015,69688.49,0.47408,69688.16,8e-05,69688.08,0.0015,69686.86,0.0153,69686.75,0.0015,69686.6,8e-05,69686.4,0.0015,69686.1,0.01551,69686.07,0.04094,69685.74,0.0436,69685.73,0.1423,69685.72,0.0003,69685.34,0.00029,69685.0,0.0015,69689.33,0.01825,69689.34,8e-05,69689.4,8e-05,69690.0,0.00147,69690.07,0.00027,69690.24,8e-05,69690.53,9e-05,69690.76,8e-05,69691.21,0.00016,69691.22,0.0169,69692.0,0.0012,69692.17,8e-05,69692.79,8e-05,69692.88,8e-05,69692.95,0.003,69693.91,0.00011,69694.0,0.0012,69694.55,0.00016,69694.56,2.23741,69694.57,2.79672,28.96672999999998,41.15900999999999,44.13217999999998,57.02176,65.55919000000002,64.07854,37.94084999999999,36.06120000000004,58.171799999999735,15.978240000000032,113.86359999999992,90.77349999999971,4,2,1,1,0,-2113000.0,2687000.0,1343500.0,2400000,0.324765613
1770697564000000000,0,69689.32,69689.33,69689.32500000001,0.00999999999476131,69689.32,2.22169,69689.31,0.00024,69689.3,0.05016,69689.27,0.00016,69689.26,0.21132,69689.25,0.19222,69688.5,0.00166,69688.49,0.47408,69688.16,8e-05,69688.08,0.0015,69687.92,0.0125,69686.75,0.0015,69686.6,8e-05,69686.4,0.0015,69686.38,0.00012,69686.1,0.01551,69686.07,0.04094,69685.74,0.04368,69685.73,0.14222,69685.72,0.0003,69689.33,0.41707,69689.34,8e-05,69690.0,0.00147,69690.07,0.00027,69690.24,8e-05,69690.76,8e-05,69691.09,0.00153,69691.21,0.00016,69691.22,0.0169,69691.59,0.0001,69692.0,0.0012,69692.17,8e-05,69692.79,8e-05,69692.88,8e-05,69692.95,0.003,69693.9,0.00016,69693.91,0.13481,69694.0,0.0012,69694.54,0.00016,69694.55,0.13684,31.68875,40.29519,43.67446999999999,55.85019000000001,68.85621,63.467900000000036,38.09106000000003,34.35207000000004,58.30745999999972,15.856300000000031,113.54023999999991,90.6908999999997,0,1,1,0,0,10000.0,10000.0,10000.0,10000,0.313619052
1770697565000000000,0,69689.32,69689.33,69689.32500000001,0.00999999999476131,69689.32,0.04682,69689.31,0.00024,69689.3,0.05016,69689.26,0.00016,69689.25,0.05016,69689.18,0.00016,69689.17,0.47407,69689.09,0.02084,69687.17,0.01164,69686.6,8e-05,69686.56,0.00016,69686.55,0.03016,69686.38,0.00012,69686.17,0.00693,69686.08,8e-05,69686.07,0.04094,69685.73,8e-05,69685.39,0.00029,69685.25,0.00089,69685.0,0.0015,69689.33,0.88276,69689.34,8e-05,69689.76,0.00177,69690.0,0.00227,69690.24,8e-05,69690.25,0.00159,69690.76,8e-05,69690.92,0.01173,69690.94,8e-05,69691.03,0.01134,69691.09,0.00144,69691.21,0.13918,69691.22,0.01681,69691.44,0.0015,69692.0,0.0027,69692.73,0.24642,69692.74,0.47405,69692.79,8e-05,69692.88,8e-05,69692.95,0.003,31.68875,40.29519,43.67446999999999,55.85019000000001,68.85621,63.467900000000036,38.09106000000003,34.35207000000004,58.30745999999972,15.856300000000031,113.54023999999991,90.6908999999997,1,1,0,1,0,-2400000.0,2400000.0,2400000.0,2400000,0.264174055
1770697566000000000,0,69696.97,69696.98,69696.975,0.00999999999476131,69696.97,0.90957,69696.96,8e-05,69696.65,0.00016,69696.64,0.02084,69696.48,0.0015,69696.32,8e-05,69696.18,0.00016,69696.17,0.19603,69696.16,0.13016,69696.01,0.00016,69696.0,0.47403,69695.51,0.00016,69695.5,0.0015,69695.39,0.01194,69694.95,0.00016,69694.94,0.06645,69694.8,0.0015,69694.56,0.00733,69694.48,0.00032,69693.75,0.0015,69696.98,0.53693,69696.99,0.00035,69697.0,0.00027,69697.12,8e-05,69698.0,0.00209,69698.61,8e-05,69698.88,0.00016,69698.89,0.01025,69699.24,8e-05,69699.85,8e-05,69700.0,0.0012,69700.92,0.00011,69700.93,0.00144,69701.15,9e-05,69701.31,0.00481,69701.36,8e-05,69701.52,0.0015,69702.0,0.0012,69702.31,0.00016,69702.32,0.04202,31.68875,40.29519,43.67446999999999,55.85019000000001,68.85621,63.467900000000036,38.09106000000003,34.35207000000004,58.30745999999972,15.856300000000031,113.54023999999991,90.6908999999997,2,47,47,0,0,23893000.0,23893000.0,508361.7021276596,14452000,0.79744862
1770697567000000000,0,69696.97,69696.98,69696.975,0.00999999999476131,69696.97,0.71202,69696.96,0.00024,69696.95,0.05016,69696.91,0.00016,69696.9,0.05016,69696.65,0.00016,69696.64,0.02084,69696.48,0.0015,69696.32,8e-05,69696.18,0.00016,69696.17,0.19603,69696.16,0.13016,69696.0,0.47403,69695.83,8e-05,69695.5,0.0015,69695.39,0.0121,69694.94,0.06645,69694.8,0.0015,69694.56,0.00725,69694.48,0.00032,69696.98,0.53671,69696.99,0.00035,69697.0,0.00027,69697.12,8e-05,69698.0,0.00209,69698.61,8e-05,69698.88,0.00016,69698.89,0.01025,69699.24,8e-05,69699.85,8e-05,69700.0,0.0012,69700.75,0.0015,69700.91,0.00016,69700.92,0.14544,69700.93,0.00144,69701.15,9e-05,69701.31,0.00481,69701.36,8e-05,69701.52,0.0015,69702.0,0.0012,31.68875,40.29519,43.67446999999999,55.85019000000001,68.85621,63.467900000000036,38.09106000000003,34.35207000000004,58.30745999999972,15.856300000000031,113.54023999999991,90.6908999999997,3,5,1,4,0,-59239000.0,59259000.0,11851800.0,59077000,0.040093341
1770697568000000000,0,69696.95,69696.96,69696.955,0.010000000009313226,69696.95,0.07616,69696.94,8e-05,69696.9,0.00027,69696.64,0.00027,69696.32,8e-05,69694.95,0.00016,69694.94,0.06654,69694.48,0.00041,69693.7,0.00016,69693.69,0.02068,69693.58,8e-05,69693.15,0.00577,69692.79,8e-05,69692.59,0.00029,69692.17,0.00016,69692.16,0.03016,69692.09,0.003,69691.86,0.00016,69691.35,0.00016,69691.34,0.05536,69696.96,2.08003,69696.97,0.22356,69696.98,0.05583,69697.12,8e-05,69697.25,0.00159,69697.49,0.00025,69697.91,8e-05,69698.0,0.002,69698.16,0.0015,69698.57,0.02343,69698.61,8e-05,69698.72,0.00144,69698.89,0.01016,69698.99,0.00717,69699.0,0.0015,69699.19,0.01545,69699.21,0.16236,69699.22,0.02213,69699.24,8e-05,69699.67,0.028,31.68875,40.29519,43.67446999999999,55.85019000000001,68.85621,63.467900000000036,38.09106000000003,34.35207000000004,58.30745999999972,15.856300000000031,113.54023999999991,90.6908999999997,4,2,1,1,0,-2351000.0,2449000.0,1224500.0,2400000,0.8710903
1770697569000000000,0,69696.95,69696.96,69696.955,0.010000000009313226,69696.95,0.28865,69696.94,8e-05,69696.9,0.00027,69696.64,0.00027,69696.48,0.00159,69696.35,0.00016,69696.34,0.02093,69696.32,8e-05,69695.85,0.00016,69695.81,0.00016,69695.8,0.00016,69695.5,0.0015,69695.36,0.00016,69695.35,0.01191,69695.16,0.00016,69695.15,0.14238,69695.14,0.47387,69694.8,0.0015,69694.48,0.00032,69693.75,0.0015,69696.96,0.81916,69696.97,0.08166,69696.98,0.05583,69697.12,8e-05,69698.0,0.00209,69698.61,8e-05,69698.7,0.00153,69698.88,0.12863,69698.89,0.01016,69699.24,8e-05,69699.85,8e-05,69700.0,0.0012,69700.68,0.13376,69700.69,2.23725,69700.7,0.00016,69700.71,0.00581,69700.75,0.0015,69700.92,0.00011,69700.93,0.00144,69701.15,9e-05,26.45616,41.92224,46.3609,40.297109999999996,71.83977999999995,69.71793000000002,35.89494000000002,32.71375000000001,60.40122999999973,52.28222999999964,110.4016499999999,54.222119999999926,0,2,0,2,0,-14366000.0,14366000.0,7183000.0,14355000,0.038488394
1770697570000000000,0,69696.95,69696.96,69696.955,0.010000000009313226,69696.95,0.13578,69696.94,8e-05,69696.9,0.00027,69696.64,0.00027,69696.53,8e-05,69696.48,0.00159,69696.35,0.00016,69696.34,0.02093,69696.32,8e-05,69695.86,0.00016,69695.85,0.05016,69695.81,0.00016,69695.8,0.05016,69695.5,0.0015,69695.16,0.00016,69695.15,0.14246,69695.14,0.47403,69694.8,0.0015,69693.75,0.0015,69693.58,8e-05,69696.96,0.98326,69696.97,0.08166,69696.98,0.05583,69697.12,8e-05,69698.0,0.00209,69698.61,8e-05,69698.7,0.00153,69698.87,0.00016,69698.88,0.12879,69698.89,0.01016,69699.0,0.0015,69699.24,8e-05,69699.84,0.0015,69699.85,8e-05,69700.0,0.0012,69700.67,0.00016,69700.68,0.134,69700.69,2.23741,69700.75,0.0015,69700.82,0.474,26.45616,41.92224,46.3609,40.297109999999996,71.83977999999995,69.71793000000002,35.89494000000002,32.71375000000001,60.40122999999973,52.28222999999964,110.4016499999999,54.222119999999926,1,5,2,3,0,-1863000.0,3009000.0,601800.0,2400000,0.521898567
1770697571000000000,0,69696.95,69696.96,69696.955,0.010000000009313226,69696.95,0.41297,69696.94,8e-05,69696.9,0.00027,69696.64,0.00027,69696.53,8e-05,69696.48,0.00159,69696.35,0.00016,69696.34,0.02093,69696.32,8e-05,69695.86,0.00016,69695.85,0.05016,69695.81,0.00016,69695.8,0.05,69695.5,0.0015,69695.22,0.00016,69695.21,0.01108,69695.17,0.00016,69695.16,0.13392,69695.15,0.1423,69695.14,0.47403,69696.96,0.82545,69696.97,0.08166,69696.98,0.05583,69697.12,8e-05,69698.0,0.00209,69698.61,8e-05,69698.7,0.00153,69698.88,0.00016,69698.89,0.01016,69699.0,0.0015,69699.24,8e-05,69699.84,0.0015,69699.85,8e-05,69699.86,0.00741,69700.0,0.0012,69700.68,0.00016,69700.69,2.23741,69700.75,0.0015,69700.81,8e-05,69700.82,0.474,26.45616,41.92224,46.3609,40.297109999999996,71.83977999999995,69.71793000000002,35.89494000000002,32.71375000000001,60.40122999999973,52.28222999999964,110.4016499999999,54.222119999999926,2,2,2,0,0,425000.0,425000.0,212500.0,415000,0.60547165
1770697572000000000,0,69696.95,69696.96,69696.955,0.010000000009313226,69696.95,0.44785,69696.94,8e-05,69696.9,0.00027,69696.64,0.00027,69696.35,0.00016,69696.34,0.02093,69696.32,8e-05,69695.86,0.00016,69695.85,0.05,69695.5,0.00159,69695.29,0.00016,69695.28,0.01131,69695.17,0.00016,69695.16,0.13408,69695.15,0.1423,69695.14,0.47403,69694.8,0.0015,69693.75,0.0015,69693.58,8e-05,69693.46,0.07196,69696.96,0.82753,69696.97,0.08166,69696.98,0.05583,69697.12,8e-05,69698.0,0.00209,69698.16,0.00159,69698.61,8e-05,69698.88,0.00016,69698.89,0.01016,69699.0,0.0015,69699.24,8e-05,69699.84,0.0015,69699.85,8e-05,69700.0,0.0012,69700.06,0.00691,69700.34,0.00016,69700.35,0.02805,69700.68,0.00016,69700.69,2.23741,69700.75,0.0015,26.45616,41.92224,46.3609,40.297109999999996,71.83977999999995,69.71793000000002,35.89494000000002,32.71375000000001,60.40122999999973,52.28222999999964,110.4016499999999,54.222119999999926,3,2,1,1,0,-2386000.0,2414000.0,1207000.0,2400000,0.268900676
1770697573000000000,0,69696.95,69696.96,69696.955,0.010000000009313226,69696.95,0.0954,69696.94,8e-05,69696.9,0.00027,69696.64,0.00027,69696.35,0.00016,69696.34,0.02093,69696.32,8e-05,69695.8,0.00025,69695.76,0.00016,69695.75,0.05,69695.71,0.00016,69695.7,0.05,69695.5,0.0015,69695.16,0.00016,69695.15,0.14246,69695.14,0.47403,69694.8,0.0015,69694.29,0.00784,69693.75,0.0015,69693.58,8e-05,69696.96,1.10999,69696.97,0.08166,69696.98,0.05583,69697.12,8e-05,69698.0,0.00209,69698.16,0.00159,69698.61,8e-05,69698.7,0.00144,69698.73,0.01071,69698.87,0.14131,69698.88,0.14205,69698.89,0.01016,69699.0,0.0015,69699.24,8e-05,69699.84,0.0015,69699.85,8e-05,69700.0,0.0012,69700.35,0.02821,69700.68,0.80984,69700.69,2.23741,26.45616,41.92224,46.3609,40.297109999999996,71.83977999999995,69.71793000000002,35.89494000000002,32.71375000000001,60.40122999999973,52.28222999999964,110.4016499999999,54.222119999999926,4,0,0,0,1,0.0,0.0,0.0,0,1.268900676
1770697574000000000,0,69695.14,69695.15,69695.14499999999,0.00999999999476131,69695.14,0.56149,69695.13,8e-05,69695.05,0.0032,69694.5,0.00027,69694.43,8e-05,69694.3,0.05,69694.25,0.05,69693.56,0.00016,69693.55,0.01173,69693.19,0.00016,69693.18,0.01007,69692.79,8e-05,69692.72,0.00016,69692.71,0.02084,69692.36,0.00029,69692.18,0.00016,69692.17,0.08068,69692.16,0.03016,69692.09,0.003,69691.74,0.01505,69695.15,2.26484,69695.16,8e-05,69695.5,0.00177,69696.32,8e-05,69696.48,0.00177,69696.89,0.00153,69696.95,2.2375,69696.96,0.01177,69696.98,0.05556,69697.12,8e-05,69697.25,0.0015,69697.45,0.00882,69698.0,0.002,69698.16,0.0015,69698.47,0.02084,69698.76,1.67864,69698.77,2.79672,69698.78,0.47401,69698.89,0.01008,69699.0,0.0015,27.915899999999986,44.00035000000001,46.73102999999999,40.30596999999999,68.79627999999995,68.87547000000002,35.653080000000024,35.93902000000001,60.30737999999973,52.28230999999965,110.3942199999999,54.22378999999992,0,8,0,8,0,-447000.0,447000.0,55875.0,320000,0.838098628
1770697575000000000,0,69695.14,69695.15,69695.14499999999,0.00999999999476131,69695.14,0.56497,69695.13,8e-05,69695.05,0.0032,69694.5,0.00027,69694.43,8e-05,69693.56,0.00016,69693.55,0.01173,69693.47,0.00024,69693.41,0.00016,69693.4,0.01047,69693.21,0.14345,69693.2,0.19162,69693.19,0.13933,69692.79,8e-05,69692.72,0.00016,69692.71,0.02084,69692.49,0.00029,69692.18,0.00016,69692.17,0.00016,69692.16,0.03016,69695.15,1.46373,69695.16,8e-05,69695.5,0.00177,69696.32,8e-05,69696.48,0.00177,69696.52,8e-05,69696.89,0.00153,69696.96,0.00038,69696.97,0.00016,69696.98,0.05556,69697.12,8e-05,69697.25,0.0015,69697.76,0.00016,69697.77,0.00762,69698.0,0.002,69698.16,0.0015,69698.47,0.00016,69698.88,0.00016,69698.89,0.01016,69699.0,0.0015,27.915899999999986,44.00035000000001,46.73102999999999,40.30596999999999,68.79627999999995,68.87547000000002,35.653080000000024,35.93902000000001,60.30737999999973,52.28230999999965,110.3942199999999,54.22378999999992,1,3,1,2,0,-2389000.0,2429000.0,809666.6666666666,2400000,0.088895475
1770697576000000000,0,69695.14,69695.15,69695.14499999999,0.00999999999476131,69695.14,0.0028,69695.13,8e-05,69695.07,8e-05,69695.05,0.00027,69694.5,0.00027,69694.43,8e-05,69693.56,0.00016,69693.55,0.01173,69693.47,0.00024,69692.79,8e-05,69692.63,0.00016,69692.62,0.02093,69692.18,8e-05,69692.09,0.003,69691.11,0.00016,69691.1,0.06069,69691.09,0.01164,69690.96,8e-05,69690.95,0.03016,69690.86,8e-05,69695.15,1.59689,69695.16,8e-05,69695.22,0.00446,69695.5,0.00177,69696.32,8e-05,69696.48,0.00159,69696.52,8e-05,69696.65,0.01173,69696.89,0.00144,69696.94,0.76521,69696.95,2.37117,69696.98,0.05556,69697.12,8e-05,69697.25,0.0015,69697.48,0.02084,69698.0,0.002,69698.16,0.0015,69698.85,0.00733,69698.89,0.01016,69699.0,0.0015,27.915899999999986,44.00035000000001,46.73102999999999,40.30596999999999,68.79627999999995,68.87547000000002,35.653080000000024,35.93902000000001,60.30737999999973,52.28230999999965,110.3942199999999,54.22378999999992,2,4,4,0,0,180000.0,180000.0,45000.0,143000,0.373755614
